district,total_infection,infection_incidence_rlp,infection_incidence_yr_0_11,infection_incidence_days_yr_12_19,infection_incidence_yr_20_59,infection_incidence_yr_60_above,hospitalized,total_covid19,covid19_incidence_rlp,covid19_incidence_yr_0_11,covid19_incidence_days_yr_12_19,covid19_incidence_yr_20_59,covid19_incidence_yr_60_above,deceased,Week_Number
Bad Dürkheim,2240,1684.159912109375,2443.62255859375,2907.5361328125,2038.374755859375,650.313720703125,8,0,0,0,0,0,0,8,2022KW08
KS Frankenthal,472,968.2051391601562,858.8956909179688,1480.860595703125,1238.63916015625,424.65753173828125,0,0,0,0,0,0,0,1,2022KW08
Germersheim,1889,1464.27294921875,1952.57080078125,2191.336181640625,1781.6455078125,473.55523681640625,12,8,6.20039701461792,0,0,1.4700045585632324,19.27259635925293,3,2022KW08
KS Landau i.d.Pf.,333,713.2911987304688,1308.4112548828125,979.4918823242188,795.03955078125,235.4851837158203,4,0,0,0,0,0,0,1,2022KW08
KS Ludwigshafen,1412,818.2803344726562,779.7271118164062,1034.919189453125,968.1910400390625,442.1278076171875,1,1,0.5794985294342041,0,0,0,2.326988458633423,7,2022KW08
KS Neustadt a.d.W.,1329,2493.15283203125,4032.6787109375,3995.7939453125,2830.404052734375,1151.0050048828125,0,0,0,0,0,0,0,0,2022KW08
Rhein-Pfalz-Kreis,1328,858.1361083984375,1061.6533203125,1179.352294921875,1100.025634765625,307.5885925292969,0,0,0,0,0,0,0,4,2022KW08
KS Speyer,369,727.2225341796875,925.7545166015625,807.1024780273438,867.0740966796875,401.4764099121094,0,0,0,0,0,0,0,0,2022KW08
Südliche Weinstr.,705,636.3792114257812,1109.404296875,1104.0609130859375,684.501953125,299.6212463378906,4,0,0,0,0,0,0,3,2022KW08
VG Trier,5683,1063.3599853515625,1611.4716796875,1467.87109375,1230.40380859375,449.8343811035156,44,15,2.7802748680114746,0,2.5662081241607666,0.7049004435539246,7.778116226196289,27,2022KW08
Bernkastel-Wittlich,1303,1156.3206787109375,1891.2723388671875,1458.6119384765625,1394.6878662109375,445.4911804199219,14,7,6.123377323150635,0,12.155098915100098,1.7543244361877441,14.187617301940918,7,2022KW08
Bitburg-Prüm,905,904.5025024414062,1162.688232421875,1568.1544189453125,1063.6878662109375,340.4905700683594,11,3,2.9044156074523926,0,0,1.9062505960464478,6.948787212371826,1,2022KW08
Trier-Saarburg,1671,1110.0555419921875,1752.52880859375,1308.2655029296875,1306.2335205078125,449.6817626953125,9,1,0.6636713147163391,0,0,0,2.306060314178467,11,2022KW08
KS Trier,1221,1103.2401123046875,1685.4447021484375,1683.955322265625,1166.31396484375,547.6985473632812,10,4,3.6124558448791504,0,0,0,15.005439758300781,6,2022KW08
Vulkaneifel,583,963.7797241210938,1355.6485595703125,1367.3232421875,1151.266357421875,484.33331298828125,0,0,0,0,0,0,0,2,2022KW08
VG Westpfalz,5468,1050.0946044921875,1744.959228515625,1503.6177978515625,1244.0162353515625,396.5097351074219,38,10,1.8170156478881836,3.594148635864258,0,1.1343612670898438,3.0594887733459473,32,2022KW08
Donnersbergkreis,784,1037.87451171875,1727.7294921875,1406.302978515625,1249.803466796875,356.0703430175781,8,1,1.3112174272537231,0,0,2.6201331615448,0,1,2022KW08
Kaiserslautern,1356,1275.39501953125,1816.222900390625,1811.3299560546875,1580.2122802734375,421.5877685546875,14,7,5.657342910766602,15.391718864440918,0,3.784939765930176,9.29973030090332,7,2022KW08
KS Kaiserslautern,962,965.2625732421875,1373.5732421875,1455.582275390625,1082.1729736328125,451.9400329589844,4,1,0.9419388771057129,0,0,0,3.674309253692627,7,2022KW08
Kusel,479,683.2608032226562,1106.164794921875,1068.200439453125,794.7598266601562,306.7223205566406,4,0,0,0,0,0,0,6,2022KW08
KS Pirmasens,444,1105.137451171875,2266.15234375,1902.3690185546875,1215.110107421875,427.3189392089844,2,0,0,0,0,0,0,3,2022KW08
Südwestpfalz,1010,1064.1436767578125,2210.24853515625,1538.7081298828125,1291.6353759765625,334.4075012207031,1,0,0,0,0,0,0,5,2022KW08
KS Zweibrücken,433,1273.491943359375,2144.082275390625,1163.723876953125,1519.2652587890625,616.8224487304688,5,1,2.9394474029541016,0,0,0,9.345794677734375,3,2022KW08
Rheinland-Pfalz,38732,945.0538330078125,1230.813720703125,1258.568603515625,1141.2083740234375,419.3617248535156,290,84,2.0309300422668457,2.2228891849517822,1.0007171630859375,0.8918257355690002,4.268312931060791,198,2022KW09
VG Mittelrhein-Westerwald,10985,870.9585571289062,1138.5809326171875,1167.0313720703125,1059.692626953125,387.80316162109375,55,17,1.3478018045425415,0.7307965159416199,1.0726391077041626,0.7740632891654968,2.5957372188568115,38,2022KW09
Ahrweiler,1316,1008.5914306640625,1737.5499267578125,1176.20947265625,1220.639892578125,417.95086669921875,4,0,0,0,0,0,0,2,2022KW09
Altenkirchen,1058,819.602294921875,1085.5101318359375,1169.710693359375,930.3246459960938,451.9372253417969,9,6,4.6480278968811035,0,0,3.045252561569214,10.155893325805664,5,2022KW09
Cochem-Zell,628,1019.8447265625,1291.079833984375,1702.786376953125,1289.080322265625,386.3080749511719,3,0,0,0,0,0,0,1,2022KW09
KS Koblenz,922,813.13720703125,961.4552001953125,905.7725830078125,1006.81884765625,359.6897277832031,1,1,0.881896436214447,0,0,0,3.127736806869507,2,2022KW09
Mayen-Koblenz,1633,760.2916259765625,916.346435546875,1058.4329833984375,947.1034545898438,310.6838073730469,2,1,0.46557968854904175,0,0,0,1.545690655708313,3,2022KW09
Neuwied,1110,606.1234741210938,567.4168090820312,756.35546875,804.639892578125,250.59494018554688,1,1,0.5460571646690369,0,0,0,1.802841305732727,6,2022KW09
Rhein-Hunsrück,1054,1019.33251953125,1151.596923828125,1438.5692138671875,1275.5003662109375,464.44390869140625,2,0,0,0,0,0,0,4,2022KW09
Rhein-Lahn,1123,916.1812744140625,1329.8685302734375,1269.6629638671875,1094.9200439453125,410.227294921875,11,4,3.263228416442871,7.642922878265381,0,3.234623432159424,2.5800459384918213,3,2022KW09
Westerwaldkreis,2141,1055.563720703125,1498.8062744140625,1421.3780517578125,1220.7276611328125,495.1331481933594,22,4,1.9720948934555054,0,6.373892307281494,0.9492439031600952,3.379748582839966,12,2022KW09
VG Rheinhessen-Nahe,8804,997.7357177734375,1289.4847412109375,1289.9425048828125,1187.296142578125,450.4233703613281,103,27,3.050168514251709,3.0677669048309326,1.550411581993103,1.275062918663025,6.812453269958496,42,2022KW09
Alzey-Worms,1396,1067.9722900390625,1446.511962890625,1575.58837890625,1215.285400390625,514.9302978515625,19,6,4.588910102844238,6.575054168701172,0,1.4748610258102417,10.617119789123535,7,2022KW09
Bad Kreuznach,1607,1012.3089599609375,1503.06396484375,1537.4161376953125,1193.84228515625,431.1377258300781,15,4,2.519510507583618,0,0,0,7.984032154083252,5,2022KW09
Birkenfeld,657,812.8170166015625,1009.9837646484375,1212.845947265625,1055.0966796875,300.1876220703125,1,0,0,0,0,0,0,2,2022KW09
Mainz-Bingen,2083,984.7536010742188,1487.171142578125,1125.499267578125,1131.646728515625,485.42108154296875,17,5,2.362290382385254,0,0,1.832626223564148,4.886789321899414,12,2022KW09
KS Mainz,2175,1001.736328125,968.2313232421875,1110.39013671875,1216.4722900390625,431.9825744628906,27,6,2.761159658432007,0,7.210325241088867,2.3010194301605225,3.9631428718566895,9,2022KW09
KS Worms,886,1061.59912109375,1155.1829833984375,1271.5150146484375,1303.3094482421875,507.2432556152344,24,6,7.189158916473389,20.445716857910156,0,0,17.194686889648438,7,2022KW09
VG Rheinpfalz,8160,907.0839233398438,1106.45458984375,1318.404541015625,1109.5843505859375,373.6102600097656,51,14,1.5561468601226807,0.979163408279419,0,0.6441085338592529,3.762439489364624,32,2022KW09
Bad Dürkheim,1359,1021.7738037109375,1537.234375,1656.8680419921875,1246.3465576171875,385.6246337890625,17,0,0,0,0,0,0,8,2022KW09
KS Frankenthal,458,939.4871826171875,999.1235961914062,1480.860595703125,1178.3157958984375,376.71234130859375,1,0,0,0,0,0,0,2,2022KW09
Germersheim,1718,1331.720947265625,1810.6884765625,1886.98388671875,1596.4249267578125,490.0746154785156,7,5,3.8752479553222656,0,0,4.410013675689697,5.50645637512207,3,2022KW09
KS Landau i.d.Pf.,394,843.9541625976562,1059.1900634765625,1438.628662109375,989.04443359375,292.326416015625,1,0,0,0,0,0,0,1,2022KW09
KS Ludwigshafen,1272,737.147705078125,634.6615600585938,915.7918090820312,898.0476684570312,381.6260986328125,6,4,2.3179941177368164,0,0,0,9.307953834533691,11,2022KW09
KS Neustadt a.d.W.,622,1166.8480224609375,1616.5478515625,1445.846435546875,1434.2235107421875,555.4601440429688,6,0,0,0,0,0,0,0,2022KW09
Rhein-Pfalz-Kreis,1074,694.0046997070312,768.5927734375,961.6256713867188,868.508544921875,316.01568603515625,7,4,2.5846805572509766,5.529444217681885,0,0,6.320313453674316,6,2022KW09
KS Speyer,322,634.5952758789062,518.4224853515625,1022.329833984375,767.7616577148438,356.1484069824219,2,1,1.9705986976623535,0,0,0,6.475425720214844,0,2022KW09
Südliche Weinstr.,941,849.4083251953125,1211.8109130859375,1345.1776123046875,1082.301513671875,251.5687713623047,4,0,0,0,0,0,0,1,2022KW09
VG Trier,5282,988.3279418945312,1353.9146728515625,1293.368896484375,1171.5445556640625,438.1672058105469,31,7,1.2974616289138794,3.4805004596710205,0,0.3524502217769623,2.592705488204956,41,2022KW09
Bernkastel-Wittlich,1272,1128.8104248046875,1760.275146484375,1604.4730224609375,1333.2864990234375,468.1913757324219,10,4,3.499072790145874,16.374652862548828,0,0,5.675046920776367,9,2022KW09
Bitburg-Prüm,851,850.5322265625,924.8656616210938,1286.6907958984375,1029.3753662109375,382.1833190917969,5,0,0,0,0,0,0,3,2022KW09
Trier-Saarburg,1506,1000.445068359375,1452.599365234375,1117.6572265625,1203.210205078125,424.3150939941406,3,0,0,0,0,0,0,13,2022KW09
KS Trier,965,871.93017578125,1209.1234130859375,1037.31640625,974.4659423828125,435.1577453613281,12,3,2.7093417644500732,0,0,1.5226030349731445,7.502719879150391,12,2022KW09
Vulkaneifel,688,1137.3592529296875,1322.17578125,1622.2479248046875,1461.6077880859375,499.1598205566406,1,0,0,0,0,0,0,4,2022KW09
VG Westpfalz,5501,1056.4320068359375,1455.6302490234375,1291.120849609375,1281.4501953125,502.9799499511719,50,19,3.452329635620117,5.391222953796387,2.6898350715637207,1.5124818086624146,6.730875015258789,45,2022KW09
Donnersbergkreis,806,1066.99853515625,1580.6885986328125,1440.1898193359375,1226.2222900390625,531.9605102539062,4,2,2.6224348545074463,0,0,5.2402663230896,0,1,2022KW09
Kaiserslautern,1369,1287.622314453125,1916.26904296875,1580.35498046875,1555.6102294921875,520.784912109375,9,6,4.849151134490967,15.391718864440918,0,0,12.399640083312988,9,2022KW09
KS Kaiserslautern,891,894.0217895507812,802.8632202148438,1200.480224609375,1096.6019287109375,440.9171142578125,11,2,1.8838777542114258,0,0,0,7.348618507385254,12,2022KW09
Kusel,560,798.8018188476562,1268.0426025390625,944.9465942382812,943.2314453125,408.9631042480469,7,1,1.3536012172698975,0,0,2.911208152770996,0,7,2022KW09
KS Pirmasens,436,1085.2249755859375,1060.752197265625,1399.8564453125,1403.223388671875,567.302734375,10,6,14.929458618164062,24.108003616333008,35.89375305175781,0,29.470272064208984,5,2022KW09
Südwestpfalz,1009,1063.0899658203125,1660.4354248046875,1266.228515625,1364.4639892578125,431.6896667480469,5,1,1.0405285358428955,0,0,0,3.0400681495666504,8,2022KW09
KS Zweibrücken,430,1264.668701171875,1715.265869140625,842.6966552734375,1467.275146484375,887.8504638671875,4,1,2.9394474029541016,0,0,5.776673793792725,0,3,2022KW09
Rheinland-Pfalz,54598,1332.181396484375,1583.8084716796875,2235.602294921875,1587.35595703125,570.72265625,311,72,1.7407972812652588,0.8891556262969971,0.3335723876953125,0.9857021570205688,3.775815010070801,203,2022KW10
VG Mittelrhein-Westerwald,16979,1346.199951171875,1495.9404296875,2354.44287109375,1648.5999755859375,541.9899291992188,50,10,0.7928246259689331,1.4615930318832397,0,0.6192506551742554,1.0382949113845825,47,2022KW10
Ahrweiler,2191,1679.1973876953125,1773.900390625,2885.042236328125,2149.99072265625,681.7969360351562,5,0,0,0,0,0,0,6,2022KW10
Altenkirchen,1647,1275.8836669921875,1512.7109375,2134.208984375,1592.6669921875,449.39825439453125,5,3,2.3240139484405518,0,0,1.522626280784607,5.077946662902832,6,2022KW10
Cochem-Zell,1199,1947.1240234375,2062.374267578125,4666.0771484375,2294.236572265625,792.176025390625,5,0,0,0,0,0,0,2,2022KW10
KS Koblenz,1290,1137.6865234375,1030.749267578125,2338.785888671875,1370.1700439453125,444.13861083984375,2,0,0,0,0,0,0,2,2022KW10
Mayen-Koblenz,2420,1126.702880859375,1317.511962890625,1828.7718505859375,1390.7752685546875,432.7933654785156,3,2,0.9311593770980835,4.222794532775879,0,0.9054526090621948,0,3,2022KW10
Neuwied,2198,1200.2337646484375,1235.8145751953125,1778.8360595703125,1521.7955322265625,501.18988037109375,3,0,0,0,0,0,0,5,2022KW10
Rhein-Hunsrück,1428,1381.0311279296875,1763.3828125,2514.256103515625,1726.919921875,427.5344543457031,3,0,0,0,0,0,0,4,2022KW10
Rhein-Lahn,1665,1358.3631591796875,1482.72705078125,2089.8876953125,1593.052001953125,774.0137939453125,12,1,0.8158071041107178,7.642922878265381,0,0,0,2,2022KW10
Westerwaldkreis,2941,1449.9827880859375,1706.6053466796875,2657.9130859375,1727.6239013671875,537.3800048828125,12,4,1.9720948934555054,0,0,1.8984878063201904,3.379748582839966,17,2022KW10
VG Rheinhessen-Nahe,12330,1397.32861328125,1667.8426513671875,2528.721435546875,1640.5810546875,540.1874389648438,95,25,2.824230194091797,1.0225889682769775,0,2.55012583732605,4.808790683746338,33,2022KW10
Alzey-Worms,1425,1090.157958984375,1485.9622802734375,1635.4207763671875,1272.8050537109375,456.5361633300781,18,4,3.0592734813690186,0,0,5.899444103240967,0,7,2022KW10
Bad Kreuznach,2965,1867.7635498046875,2312.406005859375,3788.329345703125,2238.14013671875,674.6506958007812,6,1,0.6298776268959045,0,0,0,1.996008038520813,2,2022KW10
Birkenfeld,918,1135.7169189453125,1509.171142578125,1844.892333984375,1281.7283935546875,641.6510620117188,1,0,0,0,0,0,0,1,2022KW10
Mainz-Bingen,2817,1331.7574462890625,1752.7374267578125,2692.7265625,1502.7535400390625,493.56573486328125,20,8,3.7796645164489746,0,0,1.832626223564148,9.773578643798828,9,2022KW10
KS Mainz,3277,1509.28271484375,1258.2545166015625,2667.8203125,1827.7763671875,479.540283203125,40,9,4.141739368438721,0,0,3.8350322246551514,7.926285743713379,6,2022KW10
KS Worms,928,1111.9232177734375,1676.5487060546875,1519.615478515625,1237.347900390625,524.4379272460938,10,3,3.5945794582366943,10.222858428955078,0,2.274536609649658,4.298671722412109,8,2022KW10
VG Rheinpfalz,9927,1103.507568359375,1295.4332275390625,1715.898193359375,1300.0257568359375,533.513916015625,56,10,1.111533522605896,0.979163408279419,0,0,3.386195659637451,34,2022KW10
Bad Dürkheim,1892,1422.5135498046875,2211.587158203125,2084.44677734375,1693.0928955078125,625.2139282226562,12,0,0,0,0,0,0,6,2022KW10
KS Frankenthal,454,931.2820434570312,1016.6520385742188,1899.9720458984375,1122.0140380859375,335.6164245605469,1,1,2.0512821674346924,0,0,0,6.849315166473389,5,2022KW10
Germersheim,2056,1593.724365234375,1891.7640380859375,2201.481201171875,1849.2657470703125,828.7216796875,7,2,1.55009925365448,0,0,0,5.50645637512207,1,2022KW10
KS Landau i.d.Pf.,539,1154.54638671875,1453.790283203125,2050.81103515625,1365.64208984375,349.1676940917969,2,0,0,0,0,0,0,0,2022KW10
KS Ludwigshafen,1336,774.2369384765625,616.5283813476562,1094.48291015625,881.043212890625,521.2454223632812,9,3,1.7384954690933228,4.533297061920166,0,0,4.653976917266846,14,2022KW10
KS Neustadt a.d.W.,724,1358.196044921875,1564.401123046875,2392.21875,1616.8302001953125,675.71435546875,6,0,0,0,0,0,0,0,2022KW10
Rhein-Pfalz-Kreis,1285,830.35009765625,884.7110595703125,1306.359375,990.0230102539062,436.10162353515625,5,3,1.9385104179382324,0,0,0,6.320313453674316,8,2022KW10
KS Speyer,447,880.9443969726562,907.2393798828125,1452.7845458984375,1054.2398681640625,440.3289489746094,3,1,1.9705986976623535,0,0,0,6.475425720214844,0,2022KW10
Südliche Weinstr.,1194,1077.78271484375,1493.428955078125,1878.172607421875,1320.622802734375,378.7664794921875,11,0,0,0,0,0,0,0,2022KW10
VG Trier,8982,1680.6439208984375,2018.6903076171875,2804.865478515625,1986.761962890625,707.80859375,52,11,2.0388681888580322,0,2.5662081241607666,1.057350754737854,4.537234306335449,41,2022KW10
Bernkastel-Wittlich,1653,1466.9210205078125,1711.151123046875,2698.431884765625,1791.165283203125,570.3422241210938,11,1,0.8747681975364685,0,0,0,2.8375234603881836,8,2022KW10
Bitburg-Prüm,1853,1851.9814453125,1779.265380859375,3136.308837890625,2312.281982421875,708.7763061523438,2,0,0,0,0,0,0,3,2022KW10
Trier-Saarburg,2322,1542.5189208984375,2140.6728515625,2166.00244140625,1766.6585693359375,735.6332397460938,28,7,4.6456990242004395,0,8.664010047912598,1.2718924283981323,11.530302047729492,14,2022KW10
KS Trier,1796,1622.7840576171875,1978.5655517578125,2317.12255859375,1862.1435546875,694.0015869140625,11,3,2.7093417644500732,0,0,3.045206069946289,3.7513599395751953,12,2022KW10
